i,t_sec,cmd,ok_full,Xc_cm,Z_cm,disp_px,cx_L,cx_R
663,127.428,SEARCHING,0,,,,,
664,127.634,SEARCHING,0,,,,,
665,127.822,SEARCHING,0,,,,,
666,128.009,SEARCHING,0,,,,,
667,128.195,SEARCHING,0,,,,,
668,128.414,SEARCHING,0,,,,,
669,128.613,SEARCHING,0,,,,,
670,128.798,SEARCHING,0,,,,,
671,128.982,SEARCHING,0,,,,,
672,129.173,SEARCHING,0,,,,,
673,129.358,SEARCHING,0,,,,,
674,129.555,SEARCHING,0,,,,,
675,129.74,SEARCHING,0,,,,,
676,129.924,SEARCHING,0,,,,,
677,130.119,SEARCHING,0,,,,,
678,130.305,SEARCHING,0,,,,,
679,130.492,SEARCHING,0,,,,,
680,130.675,SEARCHING,0,,,,,
681,130.86,SEARCHING,0,,,,,
682,131.056,SEARCHING,0,,,,,
683,131.245,SEARCHING,0,,,,,
684,131.431,SEARCHING,0,,,,,
685,131.622,SEARCHING,0,,,,,
686,131.81,SEARCHING,0,,,,,
687,131.995,SEARCHING,0,,,,,
688,132.182,SEARCHING,0,,,,,
689,132.367,SEARCHING,0,,,,,
690,132.554,SEARCHING,0,,,,,
691,132.741,SEARCHING,0,,,,,
692,132.927,SEARCHING,0,,,,,
693,133.122,SEARCHING,0,,,,,
694,133.307,SEARCHING,0,,,,,
695,133.542,SEARCHING,0,,,,,
696,133.728,SEARCHING,0,,,,,
697,133.911,SEARCHING,0,,,,,
698,134.105,SEARCHING,0,,,,,
699,134.29,SEARCHING,0,,,,,
700,134.483,SEARCHING,0,,,,,
701,134.674,SEARCHING,0,,,,,
702,134.859,SEARCHING,0,,,,,
703,135.056,SEARCHING,0,,,,,
704,135.244,SEARCHING,0,,,,,
705,135.428,SEARCHING,0,,,,,
706,135.614,SEARCHING,0,,,,,
707,135.803,SEARCHING,0,,,,,
708,135.993,SEARCHING,0,,,,,
709,136.178,SEARCHING,0,,,,,
710,136.363,SEARCHING,0,,,,,
711,136.548,SEARCHING,0,,,,,
712,136.737,SEARCHING,0,,,,,
713,136.922,SEARCHING,0,,,,,
714,137.117,SEARCHING,0,,,,,
715,137.303,SEARCHING,0,,,,,
716,137.488,SEARCHING,0,,,,,
717,137.673,SEARCHING,0,,,,,
718,137.859,SEARCHING,0,,,,,
719,138.054,SEARCHING,0,,,,,
720,138.239,SEARCHING,0,,,,,
721,138.482,SEARCHING,0,,,,,
722,138.668,SEARCHING,0,,,,,
723,138.854,SEARCHING,0,,,,,
724,139.051,SEARCHING,0,,,,,
725,139.237,SEARCHING,0,,,,,
726,139.427,SEARCHING,0,,,,,
727,139.633,SEARCHING,0,,,,,
728,139.821,SEARCHING,0,,,,,
729,140.011,SEARCHING,0,,,,,
730,140.208,SEARCHING,0,,,,,
731,140.402,SEARCHING,0,,,,,
732,140.59,SEARCHING,0,,,,,
733,140.774,SEARCHING,0,,,,,
734,140.961,SEARCHING,0,,,,,
735,141.16,SEARCHING,0,,,,,
736,141.344,SEARCHING,0,,,,,
737,141.536,SEARCHING,0,,,,,
738,141.726,SEARCHING,0,,,,,
739,141.91,SEARCHING,0,,,,,
740,142.109,SEARCHING,0,,,,,
741,142.298,SEARCHING,0,,,,,
742,142.484,SEARCHING,0,,,,,
743,142.67,SEARCHING,0,,,,,
744,142.855,SEARCHING,0,,,,,
745,143.049,SEARCHING,0,,,,,
746,143.235,SEARCHING,0,,,,,
747,143.482,SEARCHING,0,,,,,
748,143.669,SEARCHING,0,,,,,
749,143.857,SEARCHING,0,,,,,
750,144.058,SEARCHING,0,,,,,
751,144.242,SEARCHING,0,,,,,
752,144.428,SEARCHING,0,,,,,
753,144.628,SEARCHING,0,,,,,
754,144.815,SEARCHING,0,,,,,
755,145.001,SEARCHING,0,,,,,
756,145.184,SEARCHING,0,,,,,
757,145.37,SEARCHING,0,,,,,
758,145.556,SEARCHING,0,,,,,
759,145.745,SEARCHING,0,,,,,
760,145.929,SEARCHING,0,,,,,
761,146.127,SEARCHING,0,,,,,
762,146.312,SEARCHING,0,,,,,
763,146.497,SEARCHING,0,,,,,
764,146.681,SEARCHING,0,,,,,
765,146.867,SEARCHING,0,,,,,
766,147.06,SEARCHING,0,,,,,
767,147.246,SEARCHING,0,,,,,
768,147.43,SEARCHING,0,,,,,
769,147.614,SEARCHING,0,,,,,
770,147.801,SEARCHING,0,,,,,
771,147.989,SEARCHING,0,,,,,
772,148.177,SEARCHING,0,,,,,
773,148.381,SEARCHING,0,,,,,
774,148.589,SEARCHING,0,,,,,
775,148.774,SEARCHING,0,,,,,
776,148.961,SEARCHING,0,,,,,
777,149.159,SEARCHING,0,,,,,
778,149.345,SEARCHING,0,,,,,
779,149.546,SEARCHING,0,,,,,
780,149.737,SEARCHING,0,,,,,
781,149.924,SEARCHING,0,,,,,
782,150.123,SEARCHING,0,,,,,
783,150.31,SEARCHING,0,,,,,
784,150.495,SEARCHING,0,,,,,
785,150.682,SEARCHING,0,,,,,
786,150.881,SEARCHING,0,,,,,
787,151.078,SEARCHING,0,,,,,
788,151.265,SEARCHING,0,,,,,
789,151.45,SEARCHING,0,,,,,
790,151.637,SEARCHING,0,,,,,
791,151.826,SEARCHING,0,,,,,
792,152.01,SEARCHING,0,,,,,
793,152.197,SEARCHING,0,,,,,
794,152.382,SEARCHING,0,,,,,
795,152.57,SEARCHING,0,,,,,
796,152.757,SEARCHING,0,,,,,
797,152.944,SEARCHING,0,,,,,
798,153.139,SEARCHING,0,,,,,
799,153.326,SEARCHING,0,,,,,
800,153.555,SEARCHING,0,,,,,
801,153.741,SEARCHING,0,,,,,
802,153.925,SEARCHING,0,,,,,
803,154.115,SEARCHING,0,,,,,
804,154.298,SEARCHING,0,,,,,
805,154.487,SEARCHING,0,,,,,
806,154.673,SEARCHING,0,,,,,
807,154.862,SEARCHING,0,,,,,
808,155.057,SEARCHING,0,,,,,
809,155.242,SEARCHING,0,,,,,
810,155.429,SEARCHING,0,,,,,
811,155.619,SEARCHING,0,,,,,
812,155.808,SEARCHING,0,,,,,
813,155.994,SEARCHING,0,,,,,
814,156.185,SEARCHING,0,,,,,
815,156.368,SEARCHING,0,,,,,
816,156.577,SEARCHING,0,,,,,
817,156.898,SEARCHING,0,,,,,
818,157.208,SEARCHING,0,,,,,
819,157.439,SEARCHING,0,,,,,
820,157.634,SEARCHING,0,,,,,
821,157.822,SEARCHING,0,,,,,
822,158.007,SEARCHING,0,,,,,
823,158.194,SEARCHING,0,,,,,
824,158.417,SEARCHING,0,,,,,
825,158.62,SEARCHING,0,,,,,
826,158.808,SEARCHING,0,,,,,
827,158.994,SEARCHING,0,,,,,
828,159.181,SEARCHING,0,,,,,
829,159.366,SEARCHING,0,,,,,
830,159.561,SEARCHING,0,,,,,
831,159.747,SEARCHING,0,,,,,
832,159.932,SEARCHING,0,,,,,
833,160.125,SEARCHING,0,,,,,
834,160.31,SEARCHING,0,,,,,
835,160.498,SEARCHING,0,,,,,
836,160.686,SEARCHING,0,,,,,
837,160.873,SEARCHING,0,,,,,
838,161.069,SEARCHING,0,,,,,
839,161.257,SEARCHING,0,,,,,
840,161.44,SEARCHING,0,,,,,
841,161.629,SEARCHING,0,,,,,
842,161.816,SEARCHING,0,,,,,
843,162.002,SEARCHING,0,,,,,
844,162.19,SEARCHING,0,,,,,
845,162.376,SEARCHING,0,,,,,
846,162.564,SEARCHING,0,,,,,
847,162.752,SEARCHING,0,,,,,
848,162.938,SEARCHING,0,,,,,
849,163.132,SEARCHING,0,,,,,
850,163.319,SEARCHING,0,,,,,
851,163.55,SEARCHING,0,,,,,
852,163.739,SEARCHING,0,,,,,
853,163.928,SEARCHING,0,,,,,
854,164.122,SEARCHING,0,,,,,
855,164.308,SEARCHING,0,,,,,
856,164.504,SEARCHING,0,,,,,
857,164.692,SEARCHING,0,,,,,
858,164.877,SEARCHING,0,,,,,
859,165.069,SEARCHING,0,,,,,
860,165.252,SEARCHING,0,,,,,
861,165.436,SEARCHING,0,,,,,
862,165.626,SEARCHING,0,,,,,
863,165.813,SEARCHING,0,,,,,
864,166.0,SEARCHING,0,,,,,
865,166.186,SEARCHING,0,,,,,
866,166.37,SEARCHING,0,,,,,
867,166.556,SEARCHING,0,,,,,
868,166.741,SEARCHING,0,,,,,
869,166.926,SEARCHING,0,,,,,
870,167.12,SEARCHING,0,,,,,
871,167.305,SEARCHING,0,,,,,
872,167.493,SEARCHING,0,,,,,
873,167.679,SEARCHING,0,,,,,
874,167.865,SEARCHING,0,,,,,
875,168.061,SEARCHING,0,,,,,
876,168.247,SEARCHING,0,,,,,
877,168.492,SEARCHING,0,,,,,
878,168.68,SEARCHING,0,,,,,
879,168.868,SEARCHING,0,,,,,
880,169.063,SEARCHING,0,,,,,
881,169.249,SEARCHING,0,,,,,
882,169.434,SEARCHING,0,,,,,
883,169.629,SEARCHING,0,,,,,
884,169.816,SEARCHING,0,,,,,
885,170.002,SEARCHING,0,,,,,
886,170.192,SEARCHING,0,,,,,
887,170.378,SEARCHING,0,,,,,
888,170.565,SEARCHING,0,,,,,
889,170.752,SEARCHING,0,,,,,
890,170.94,SEARCHING,0,,,,,
891,171.137,SEARCHING,0,,,,,
892,171.325,SEARCHING,0,,,,,
893,171.512,SEARCHING,0,,,,,
894,171.698,SEARCHING,0,,,,,
895,171.888,SEARCHING,0,,,,,
896,172.086,SEARCHING,0,,,,,
897,172.275,SEARCHING,0,,,,,
898,172.465,SEARCHING,0,,,,,
899,172.653,SEARCHING,0,,,,,
900,172.84,SEARCHING,0,,,,,
901,173.036,SEARCHING,0,,,,,
902,173.221,SEARCHING,0,,,,,
903,173.468,SEARCHING,0,,,,,
904,173.653,SEARCHING,0,,,,,
905,173.84,SEARCHING,0,,,,,
906,174.038,SEARCHING,0,,,,,
907,174.225,SEARCHING,0,,,,,
908,174.41,SEARCHING,0,,,,,
909,174.601,SEARCHING,0,,,,,
910,174.788,SEARCHING,0,,,,,
911,174.972,SEARCHING,0,,,,,
912,175.166,SEARCHING,0,,,,,
913,175.352,SEARCHING,0,,,,,
914,175.538,SEARCHING,0,,,,,
915,175.725,SEARCHING,0,,,,,
916,175.91,SEARCHING,0,,,,,
917,176.107,SEARCHING,0,,,,,
918,176.291,SEARCHING,0,,,,,
919,176.478,SEARCHING,0,,,,,
920,176.661,SEARCHING,0,,,,,
921,176.848,SEARCHING,0,,,,,
922,177.043,SEARCHING,0,,,,,
923,177.229,SEARCHING,0,,,,,
924,177.413,SEARCHING,0,,,,,
925,177.599,SEARCHING,0,,,,,
926,177.787,SEARCHING,0,,,,,
927,177.975,SEARCHING,0,,,,,
928,178.169,SEARCHING,0,,,,,
929,178.396,SEARCHING,0,,,,,
930,178.586,SEARCHING,0,,,,,
931,178.773,SEARCHING,0,,,,,
932,178.957,SEARCHING,0,,,,,
933,179.153,SEARCHING,0,,,,,
934,179.337,SEARCHING,0,,,,,
935,179.538,SEARCHING,0,,,,,
936,179.722,SEARCHING,0,,,,,
937,179.907,SEARCHING,0,,,,,
938,180.105,SEARCHING,0,,,,,
939,180.29,SEARCHING,0,,,,,
940,180.477,SEARCHING,0,,,,,
941,180.663,SEARCHING,0,,,,,
942,180.85,SEARCHING,0,,,,,
943,181.061,SEARCHING,0,,,,,
944,181.247,SEARCHING,0,,,,,
945,181.433,SEARCHING,0,,,,,
946,181.618,SEARCHING,0,,,,,
947,181.808,SEARCHING,0,,,,,
948,181.995,SEARCHING,0,,,,,
949,182.185,SEARCHING,0,,,,,
950,182.372,SEARCHING,0,,,,,
951,182.557,SEARCHING,0,,,,,
952,182.741,SEARCHING,0,,,,,
953,182.928,SEARCHING,0,,,,,
954,183.122,SEARCHING,0,,,,,
955,183.31,SEARCHING,0,,,,,
956,183.542,SEARCHING,0,,,,,
957,183.726,SEARCHING,0,,,,,
958,183.912,SEARCHING,0,,,,,
959,184.106,SEARCHING,0,,,,,
960,184.292,SEARCHING,0,,,,,
961,184.48,SEARCHING,0,,,,,
962,184.672,SEARCHING,0,,,,,
963,184.86,SEARCHING,0,,,,,
964,185.055,SEARCHING,0,,,,,
965,185.242,SEARCHING,0,,,,,
966,185.43,SEARCHING,0,,,,,
967,185.619,SEARCHING,0,,,,,
968,185.808,SEARCHING,0,,,,,
969,186.0,SEARCHING,0,,,,,
970,186.191,SEARCHING,0,,,,,
971,186.38,SEARCHING,0,,,,,
972,186.563,SEARCHING,0,,,,,
973,186.751,SEARCHING,0,,,,,
974,186.941,SEARCHING,0,,,,,
975,187.139,SEARCHING,0,,,,,
976,187.331,SEARCHING,0,,,,,
977,187.524,SEARCHING,0,,,,,
978,187.711,SEARCHING,0,,,,,
979,187.899,SEARCHING,0,,,,,
980,188.096,SEARCHING,0,,,,,
981,188.282,SEARCHING,0,,,,,
982,188.524,SEARCHING,0,,,,,
983,188.709,SEARCHING,0,,,,,
984,188.897,SEARCHING,0,,,,,
985,189.093,SEARCHING,0,,,,,
986,189.278,SEARCHING,0,,,,,
987,189.464,SEARCHING,0,,,,,
988,189.652,SEARCHING,0,,,,,
989,189.84,SEARCHING,0,,,,,
990,190.037,SEARCHING,0,,,,,
991,190.225,SEARCHING,0,,,,,
992,190.412,SEARCHING,0,,,,,
993,190.597,SEARCHING,0,,,,,
994,190.787,SEARCHING,0,,,,,
995,190.972,SEARCHING,0,,,,,
996,191.167,SEARCHING,0,,,,,
997,191.354,SEARCHING,0,,,,,
998,191.538,SEARCHING,0,,,,,
999,191.724,SEARCHING,0,,,,,
1000,191.91,SEARCHING,0,,,,,
1001,192.106,SEARCHING,0,,,,,
1002,192.292,SEARCHING,0,,,,,
1003,192.478,SEARCHING,0,,,,,
1004,192.662,SEARCHING,0,,,,,
1005,192.847,SEARCHING,0,,,,,
1006,193.042,SEARCHING,0,,,,,
1007,193.228,SEARCHING,0,,,,,
1008,193.466,SEARCHING,0,,,,,
1009,193.656,SEARCHING,0,,,,,
1010,193.84,SEARCHING,0,,,,,
1011,194.033,SEARCHING,0,,,,,
1012,194.22,SEARCHING,0,,,,,
1013,194.408,SEARCHING,0,,,,,
1014,194.607,SEARCHING,0,,,,,
1015,194.794,SEARCHING,0,,,,,
1016,194.978,SEARCHING,0,,,,,
1017,195.167,SEARCHING,0,,,,,
1018,195.356,SEARCHING,0,,,,,
1019,195.541,SEARCHING,0,,,,,
1020,195.726,SEARCHING,0,,,,,
1021,195.912,SEARCHING,0,,,,,
1022,196.106,SEARCHING,0,,,,,
1023,196.289,SEARCHING,0,,,,,
1024,196.474,SEARCHING,0,,,,,
1025,196.661,SEARCHING,0,,,,,
1026,196.852,SEARCHING,0,,,,,
1027,197.044,SEARCHING,0,,,,,
1028,197.229,SEARCHING,0,,,,,
1029,197.413,SEARCHING,0,,,,,
1030,197.597,SEARCHING,0,,,,,
1031,197.78,SEARCHING,0,,,,,
1032,197.971,SEARCHING,0,,,,,
1033,198.162,SEARCHING,0,,,,,
1034,198.349,SEARCHING,0,,,,,
1035,198.572,SEARCHING,0,,,,,
1036,198.755,SEARCHING,0,,,,,
1037,198.991,SEARCHING,0,,,,,
1038,199.176,SEARCHING,0,,,,,
1039,199.365,SEARCHING,0,,,,,
1040,199.561,SEARCHING,0,,,,,
1041,199.742,SEARCHING,0,,,,,
1042,199.925,SEARCHING,0,,,,,
1043,200.116,SEARCHING,0,,,,,
1044,200.297,SEARCHING,0,,,,,
1045,200.488,SEARCHING,0,,,,,
1046,200.693,SEARCHING,0,,,,,
1047,200.883,SEARCHING,0,,,,,
1048,201.086,SEARCHING,0,,,,,
1049,201.275,SEARCHING,0,,,,,
1050,201.462,SEARCHING,0,,,,,
1051,201.69,SEARCHING,0,,,,,
1052,201.877,SEARCHING,0,,,,,
1053,202.072,SEARCHING,0,,,,,
1054,202.257,SEARCHING,0,,,,,
1055,202.444,SEARCHING,0,,,,,
1056,202.641,SEARCHING,0,,,,,
1057,202.826,SEARCHING,0,,,,,
1058,203.014,SEARCHING,0,,,,,
1059,203.202,SEARCHING,0,,,,,
1060,203.429,SEARCHING,0,,,,,
1061,203.628,SEARCHING,0,,,,,
1062,203.816,SEARCHING,0,,,,,
1063,204.0,SEARCHING,0,,,,,
1064,204.189,SEARCHING,0,,,,,
1065,204.374,SEARCHING,0,,,,,
1066,204.569,SEARCHING,0,,,,,
1067,204.755,SEARCHING,0,,,,,
1068,204.942,SEARCHING,0,,,,,
1069,205.136,SEARCHING,0,,,,,
1070,205.322,SEARCHING,0,,,,,
1071,205.509,SEARCHING,0,,,,,
1072,205.695,SEARCHING,0,,,,,
1073,205.881,SEARCHING,0,,,,,
1074,206.075,SEARCHING,0,,,,,
1075,206.263,SEARCHING,0,,,,,
1076,206.447,SEARCHING,0,,,,,
1077,206.676,SEARCHING,0,,,,,
1078,206.862,SEARCHING,0,,,,,
1079,207.057,SEARCHING,0,,,,,
1080,207.244,SEARCHING,0,,,,,
1081,207.489,SEARCHING,0,,,,,
1082,208.001,SEARCHING,0,,,,,
