i,t_sec,ok_full,cmd,cx_L,cy_L,cx_R,cy_R,disp_px,Xc_cm,Z_cm
179,38.313,0,SEARCHING,132,287,,,,,
180,38.506,0,SEARCHING,132,287,,,,,
181,38.709,0,SEARCHING,132,286,,,,,
182,38.9,0,SEARCHING,132,286,,,,,
183,39.092,0,SEARCHING,131,286,,,,,
184,39.285,0,SEARCHING,132,287,,,,,
185,39.481,0,SEARCHING,132,287,,,,,
186,39.682,0,SEARCHING,132,286,,,,,
187,39.94,0,SEARCHING,132,287,,,,,
188,40.137,0,SEARCHING,132,287,,,,,
189,40.338,0,SEARCHING,132,287,,,,,
190,40.53,0,SEARCHING,131,287,,,,,
191,40.734,0,SEARCHING,131,286,,,,,
192,40.929,0,SEARCHING,132,287,,,,,
193,41.13,0,SEARCHING,132,287,,,,,
194,41.325,0,SEARCHING,132,286,,,,,
195,41.517,0,SEARCHING,132,287,,,,,
196,41.719,0,SEARCHING,131,285,,,,,
197,41.914,0,SEARCHING,132,287,,,,,
198,42.114,0,SEARCHING,132,286,,,,,
199,42.308,0,SEARCHING,132,287,,,,,
200,42.502,0,SEARCHING,132,286,,,,,
201,42.706,0,SEARCHING,132,287,,,,,
202,42.898,0,SEARCHING,132,286,,,,,
203,43.09,0,SEARCHING,132,287,,,,,
204,43.285,0,SEARCHING,132,286,,,,,
205,43.476,0,SEARCHING,132,287,,,,,
206,43.677,0,SEARCHING,132,286,,,,,
207,43.874,0,SEARCHING,132,286,,,,,
208,44.07,0,SEARCHING,132,287,,,,,
209,44.266,0,SEARCHING,132,287,,,,,
210,44.457,0,SEARCHING,132,286,,,,,
211,44.658,0,SEARCHING,132,287,,,,,
212,44.878,0,SEARCHING,132,287,,,,,
213,45.078,0,SEARCHING,132,286,,,,,
214,45.281,0,SEARCHING,132,286,,,,,
215,45.478,0,SEARCHING,132,287,,,,,
216,45.677,0,SEARCHING,132,286,,,,,
217,45.868,0,SEARCHING,132,286,,,,,
218,46.074,0,SEARCHING,131,286,,,,,
219,46.362,0,SEARCHING,131,286,,,,,
220,46.651,0,SEARCHING,132,286,,,,,
221,46.936,0,SEARCHING,132,286,,,,,
222,47.134,0,SEARCHING,132,286,,,,,
223,47.329,0,SEARCHING,132,287,,,,,
224,47.516,0,SEARCHING,132,287,,,,,
225,47.717,0,SEARCHING,132,286,,,,,
226,47.914,0,SEARCHING,131,287,,,,,
227,48.116,0,SEARCHING,132,286,,,,,
228,48.314,0,SEARCHING,132,287,,,,,
229,48.506,0,SEARCHING,132,286,,,,,
230,48.706,0,SEARCHING,132,286,,,,,
231,48.905,0,SEARCHING,132,286,,,,,
232,49.096,0,SEARCHING,131,286,,,,,
233,49.301,0,SEARCHING,131,286,,,,,
234,49.493,0,SEARCHING,131,287,,,,,
235,49.698,0,SEARCHING,131,286,,,,,
236,49.959,0,SEARCHING,132,286,,,,,
237,50.158,0,SEARCHING,131,286,,,,,
238,50.354,0,SEARCHING,132,286,,,,,
239,50.546,0,SEARCHING,132,286,,,,,
240,50.744,0,SEARCHING,132,285,,,,,
241,50.942,0,SEARCHING,132,286,,,,,
242,51.14,0,SEARCHING,132,287,,,,,
243,51.329,0,SEARCHING,132,287,,,,,
244,51.521,0,SEARCHING,132,286,,,,,
245,51.888,0,SEARCHING,132,286,,,,,
246,52.21,0,SEARCHING,132,287,,,,,
247,52.437,0,SEARCHING,132,287,,,,,
248,52.645,0,SEARCHING,131,286,,,,,
249,52.837,0,SEARCHING,131,286,,,,,
250,53.034,0,SEARCHING,132,286,,,,,
251,53.23,0,SEARCHING,132,286,,,,,
252,53.42,0,SEARCHING,132,286,,,,,
253,53.616,0,SEARCHING,132,286,,,,,
254,53.804,0,SEARCHING,132,286,,,,,
255,53.997,0,SEARCHING,131,286,,,,,
256,54.188,0,SEARCHING,132,286,,,,,
257,54.377,0,SEARCHING,131,286,,,,,
258,54.568,0,SEARCHING,131,286,,,,,
259,54.77,0,SEARCHING,131,287,,,,,
260,55.022,0,SEARCHING,132,286,,,,,
261,55.213,0,SEARCHING,132,286,,,,,
262,55.449,0,SEARCHING,132,286,,,,,
263,55.772,0,SEARCHING,132,286,,,,,
264,56.059,0,SEARCHING,131,287,,,,,
265,56.369,0,SEARCHING,132,287,,,,,
266,56.955,0,SEARCHING,132,286,,,,,
267,57.306,0,SEARCHING,131,287,,,,,
268,57.539,0,SEARCHING,132,286,,,,,
269,57.75,0,SEARCHING,132,286,,,,,
270,57.962,0,SEARCHING,131,287,,,,,
271,58.158,0,SEARCHING,132,286,,,,,
272,58.354,0,SEARCHING,131,286,,,,,
273,58.544,0,SEARCHING,131,286,,,,,
274,58.748,0,SEARCHING,131,286,,,,,
275,58.94,0,SEARCHING,132,287,,,,,
276,59.133,0,SEARCHING,132,287,,,,,
277,59.325,0,SEARCHING,131,285,,,,,
278,59.513,0,SEARCHING,131,286,,,,,
279,59.714,0,SEARCHING,130,283,,,,,
280,59.965,0,SEARCHING,135,284,,,,,
281,60.16,0,SEARCHING,134,288,,,,,
282,60.35,0,SEARCHING,,,,,,,
283,60.541,0,SEARCHING,,,,,,,
284,60.738,0,SEARCHING,,,,,,,
285,60.926,0,SEARCHING,,,,,,,
286,61.119,0,SEARCHING,,,,,,,
287,61.306,0,SEARCHING,,,,,,,
288,61.496,0,SEARCHING,,,,,,,
289,61.695,0,SEARCHING,,,,,,,
290,61.883,0,SEARCHING,,,,,,,
291,62.069,0,SEARCHING,,,,,,,
292,62.255,0,SEARCHING,,,,,,,
293,62.442,0,SEARCHING,,,,,,,
294,62.64,0,SEARCHING,,,,,,,
295,62.841,0,SEARCHING,,,,,,,
296,63.03,0,SEARCHING,,,,,,,
297,63.22,0,SEARCHING,,,,,,,
298,63.408,0,SEARCHING,,,,,,,
299,63.595,0,SEARCHING,,,,,,,
300,63.792,0,SEARCHING,,,,,,,
